"labels","PM10_cum","PM2.5_cum","SO2_cum","NO2_cum","O3_cum","CO_cum","NH4_cum","SO4_cum","Cl_cum","NO3_cum","temp_cum","lrad","shum","wind","prec","pres","srad","jieqi"
1,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"小寒"
0,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"None"
0,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"大雪"
0,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"None"
0,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"None"
0,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"谷雨"
0,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"小寒"
1,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"None"
0,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"None"
0,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"小暑"
0,90.3857149396624,66.7571427481515,15.5000001362392,62.875,73.875,1.15714281797409,8.37142848968506,14.2699997765677,2.10142850875854,14.2471426555089,284.8075,343,0.004823001,5.381996,0.005001068,101372,54.25,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
1,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"清明"
1,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"小暑"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
1,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"春分"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"白露"
1,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"白露"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,105.285715375628,75.7142868041992,16.7142857142857,63.8125009536743,71.5000019073486,1.26714282376426,9.37428549357823,15.1985710689,1.96428564616612,16.502856527056,286.537485,292.5,0.005900001,2.0439987,0,101374,188,"None"
0,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
0,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
0,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
0,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
1,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
0,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
0,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
0,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
0,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
1,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
0,113.142858232771,81.471429007394,19.2571430206299,72.0375003814697,81.5500011444092,1.43285710471017,9.85857125691005,14.9928567068917,2.01857137680054,17.8685712814331,287.16999,344,0.006205,4.383999,0.005001068,101372,100.75,"None"
1,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"大寒"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"None"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"None"
1,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"大寒"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"大寒"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"None"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"大寒"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"芒种"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"清明"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"大寒"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"大寒"
1,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"None"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"None"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"春分"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"None"
0,133.957145690918,100.128571646554,25.7142857142857,105.137500762939,71.6500024795532,1.51857141086033,11.3485710961478,17.0271423884801,2.59999997275216,22.2342856270926,288.81999,384.25,0.011313001,2.1319962,0,101372,85,"大寒"
0,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"None"
0,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"None"
0,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"None"
1,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"None"
0,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"大寒"
0,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"None"
0,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"None"
0,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"None"
0,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"None"
1,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"None"
0,127.028574262347,97.5571441650391,15.1571433203561,105.700000286102,71.975001335144,1.77285710402897,10.8599997247968,16.7442855834961,2.37428564684732,21.0314283370972,289.355,316,0.0069230013,2.9419975,0.007499695,101372,180.75,"None"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"谷雨"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"大寒"
1,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
0,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
1,110.171432495117,85.3000019618443,21.4857149124146,102.637499332428,95.3500022888184,1.54571424211775,9.90142829077584,15.1157140731812,2.17285706315722,18.1114285332816,289.15749,350.25,0.009614,1.4799957,0.010002136,101372,153.25,"None"
0,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"小暑"
1,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"小寒"
0,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"None"
1,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"None"
0,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"None"
0,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"None"
0,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"霜降"
0,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"None"
0,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"None"
0,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"None"
0,81.7285717555455,62.885714667184,14.2857142857143,95.100001335144,62.5500001907349,1.43857139348984,7.84999983651297,11.3728568213327,2.42714285850525,15.3714284215655,294.80749,392.5,0.012867,3.077999,0.01499939,101372,111.25,"立秋"
0,57.7000002179827,43.6714290891375,8.4857143674578,62.6875004768372,53.5500011444092,1.30285711799349,5.67999981130872,8.63714259011405,1.87714284658432,10.402856860842,287.199995,361.5,0.0068260003,2.0759964,0,101372,64.75,"None"
0,52.5714291163853,41.6000009264265,7.71428571428571,43.5750007629395,70.5500020980835,1.28285711152213,5.55142848832267,8.36857121331351,1.8199999502727,10.044285433633,290.65,379.75,0.00908,1.7459984,0,101372,58.5,"None"
0,52.5714291163853,41.6000009264265,7.71428571428571,43.5750007629395,70.5500020980835,1.28285711152213,5.55142848832267,8.36857121331351,1.8199999502727,10.044285433633,290.65,379.75,0.00908,1.7459984,0,101372,58.5,"None"
0,52.5714291163853,41.6000009264265,7.71428571428571,43.5750007629395,70.5500020980835,1.28285711152213,5.55142848832267,8.36857121331351,1.8199999502727,10.044285433633,290.65,379.75,0.00908,1.7459984,0,101372,58.5,"处暑"
0,52.5714291163853,41.6000009264265,7.71428571428571,43.5750007629395,70.5500020980835,1.28285711152213,5.55142848832267,8.36857121331351,1.8199999502727,10.044285433633,290.65,379.75,0.00908,1.7459984,0,101372,58.5,"None"
0,52.5714291163853,41.6000009264265,7.71428571428571,43.5750007629395,70.5500020980835,1.28285711152213,5.55142848832267,8.36857121331351,1.8199999502727,10.044285433633,290.65,379.75,0.00908,1.7459984,0,101372,58.5,"None"
1,52.5714291163853,41.6000009264265,7.71428571428571,43.5750007629395,70.5500020980835,1.28285711152213,5.55142848832267,8.36857121331351,1.8199999502727,10.044285433633,290.65,379.75,0.00908,1.7459984,0,101372,58.5,"None"
0,54.3285724094936,43.2571435655866,9.9857143674578,52.8375010490417,72.5000028610229,1.30285710947854,6.06857126099723,8.63142837796893,1.94999992847443,10.818571295057,291.385,400.75,0.012196001,1.487999,0,101372,64,"None"
0,54.3285724094936,43.2571435655866,9.9857143674578,52.8375010490417,72.5000028610229,1.30285710947854,6.06857126099723,8.63142837796893,1.94999992847443,10.818571295057,291.385,400.75,0.012196001,1.487999,0,101372,64,"雨水"
0,54.3285724094936,43.2571435655866,9.9857143674578,52.8375010490417,72.5000028610229,1.30285710947854,6.06857126099723,8.63142837796893,1.94999992847443,10.818571295057,291.385,400.75,0.012196001,1.487999,0,101372,64,"雨水"
0,54.3285724094936,43.2571435655866,9.9857143674578,52.8375010490417,72.5000028610229,1.30285710947854,6.06857126099723,8.63142837796893,1.94999992847443,10.818571295057,291.385,400.75,0.012196001,1.487999,0,101372,64,"None"
